[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 2.3822993998709157, 'deadline': 7.170108911352191, 'period': 7.170108911352191, 'exclusive-R': 2.110914554826271}
 {'shared-R': 9.653423424707603, 'deadline': 25.904654064947216, 'period': 25.904654064947216, 'exclusive-R': 5.716644436491704}
 {'shared-R': 1.2139805662658594, 'deadline': 7.122385780261046, 'period': 7.122385780261046, 'exclusive-R': 1.9428539392876172}
 {'shared-R': 17.75284723413077, 'deadline': 19.589238901371985, 'period': 19.589238901371985, 'exclusive-R': 0.7699108367646575}
 {'shared-R': 0.23506276893155492, 'deadline': 7.7656274468081445, 'period': 7.7656274468081445, 'exclusive-R': 2.4357383039582112}
 {'shared-R': 13.63743542207466, 'deadline': 21.6072695406492, 'period': 21.6072695406492, 'exclusive-R': 2.531255470496932}
 {'shared-R': 1.7086762642644635, 'deadline': 6.6850376692300975, 'period': 6.6850376692300975, 'exclusive-R': 1.7407833591729671}
 {'shared-R': 0.6815392111319551, 'deadline': 20.17792855729525, 'period': 20.17792855729525, 'exclusive-R': 8.61604660272492}
 {'shared-R': 0.40952326931318084, 'deadline': 4.699521433766376, 'period': 4.699521433766376, 'exclusive-R': 1.711107775304951}
 {'shared-R': 26.977814662325528, 'deadline': 90.28195771776308, 'period': 90.28195771776308, 'exclusive-R': 19.01824369743676}
 {'shared-R': 2.617340141655511, 'deadline': 8.267906534165705, 'period': 8.267906534165705, 'exclusive-R': 2.071127333371883}
 {'shared-R': 19.108734684960467, 'deadline': 35.12694510548833, 'period': 35.12694510548833, 'exclusive-R': 5.334150312735644}
 {'shared-R': 3.9156917182379596, 'deadline': 6.315551241834731, 'period': 6.315551241834731, 'exclusive-R': 0.9968098864154022}
 {'shared-R': 15.532059119534528, 'deadline': 50.62535231858682, 'period': 50.62535231858682, 'exclusive-R': 12.328536323856696}
 {'shared-R': 0.28160617762298046, 'deadline': 1.0740248927072527, 'period': 1.0740248927072527, 'exclusive-R': 0.3372754193580415}
 {'shared-R': 48.624942701054806, 'deadline': 61.730074758877656, 'period': 61.730074758877656, 'exclusive-R': 5.844558267597108}]
total utili:10.5
total utili+exclusive:17.7029733841
[ {'shared-R': 0.7734429724568751, 'deadline': 5.02624055766357, 'period': 5.02624055766357, 'exclusive-R': 1.5717549209667132}
 {'shared-R': 14.5268457634527, 'deadline': 80.46730536562177, 'period': 80.46730536562177, 'exclusive-R': 21.726686264517223}
 {'shared-R': 2.4420434851643447, 'deadline': 9.356683769752395, 'period': 9.356683769752395, 'exclusive-R': 2.777557598755201}
 {'shared-R': 76.71097729558821, 'deadline': 99.95198795109506, 'period': 99.95198795109506, 'exclusive-R': 8.562873645349345}
 {'shared-R': 2.041572697584874, 'deadline': 5.56508147797173, 'period': 5.56508147797173, 'exclusive-R': 1.5170819996119105}
 {'shared-R': 39.87448470486744, 'deadline': 57.23333503064126, 'period': 57.23333503064126, 'exclusive-R': 6.952751682710896}
 {'shared-R': 0.3317687541216599, 'deadline': 9.721889364772744, 'period': 9.721889364772744, 'exclusive-R': 3.34709654576607}
 {'shared-R': 9.636407255007823, 'deadline': 96.67786781084025, 'period': 96.67786781084025, 'exclusive-R': 29.377918002945666}
 {'shared-R': 8.669936554248272, 'deadline': 9.511719127433981, 'period': 9.511719127433981, 'exclusive-R': 0.3545437221968445}
 {'shared-R': 17.258149505957125, 'deadline': 55.57779771114245, 'period': 55.57779771114245, 'exclusive-R': 15.293822101224649}
 {'shared-R': 0.6739510481407095, 'deadline': 9.39233443924928, 'period': 9.39233443924928, 'exclusive-R': 3.679776329323435}
 {'shared-R': 27.238211433981082, 'deadline': 82.32355344807404, 'period': 82.32355344807404, 'exclusive-R': 22.360051286009025}
 {'shared-R': 3.5489341633816776, 'deadline': 5.448719637580647, 'period': 5.448719637580647, 'exclusive-R': 0.6805441388860494}
 {'shared-R': 59.575542115873475, 'deadline': 79.32921594486298, 'period': 79.32921594486298, 'exclusive-R': 7.013191620242011}
 {'shared-R': 0.020810527568544755, 'deadline': 8.19969022940174, 'period': 8.19969022940174, 'exclusive-R': 2.4588640283394656}
 {'shared-R': 6.582917645956201, 'deadline': 79.8605068061264, 'period': 79.8605068061264, 'exclusive-R': 28.052416437905826}
 {'shared-R': 0.4625560557228691, 'deadline': 2.8334639646649973, 'period': 2.8334639646649973, 'exclusive-R': 0.9322907047938431}
 {'shared-R': 15.373567637609124, 'deadline': 84.50161246946001, 'period': 84.50161246946001, 'exclusive-R': 20.89687032483721}
 {'shared-R': 1.5107341824754406, 'deadline': 3.6884878064463873, 'period': 3.6884878064463873, 'exclusive-R': 0.8269709577560174}
 {'shared-R': 3.2298305669697274, 'deadline': 13.411343915374623, 'period': 13.411343915374623, 'exclusive-R': 3.8290115274664998}
 {'shared-R': 1.5167342820510772, 'deadline': 7.295320152894863, 'period': 7.295320152894863, 'exclusive-R': 2.120181858132431}
 {'shared-R': 26.300751588274935, 'deadline': 77.47356171100674, 'period': 77.47356171100674, 'exclusive-R': 18.387154806653445}
 {'shared-R': 3.521721228351785, 'deadline': 6.832902641327654, 'period': 6.832902641327654, 'exclusive-R': 1.466128270149651}
 {'shared-R': 5.8724032057513975, 'deadline': 33.892989989283826, 'period': 33.892989989283826, 'exclusive-R': 11.195946794220456}
 {'shared-R': 6.474789754850033, 'deadline': 9.378993356855881, 'period': 9.378993356855881, 'exclusive-R': 1.1423745789763666}
 {'shared-R': 6.926245734243624, 'deadline': 70.6043559273682, 'period': 70.6043559273682, 'exclusive-R': 27.692218629627824}
 {'shared-R': 2.20260742347148, 'deadline': 5.792587665442845, 'period': 5.792587665442845, 'exclusive-R': 1.272333050836879}
 {'shared-R': 2.38585814438298, 'deadline': 12.130264796137762, 'period': 12.130264796137762, 'exclusive-R': 4.3793391274872295}
 {'shared-R': 1.3465193063970629, 'deadline': 2.1093483318195325, 'period': 2.1093483318195325, 'exclusive-R': 0.2561458041526287}
 {'shared-R': 18.939232614822348, 'deadline': 31.96836212987262, 'period': 31.96836212987262, 'exclusive-R': 4.858265144980068}]
total utili:10.5
total utili+exclusive:17.8747702137
[ {'shared-R': 0.5408277333611895, 'deadline': 9.36308628930198, 'period': 9.36308628930198, 'exclusive-R': 3.008808419017731}
 {'shared-R': 9.835826799273713, 'deadline': 69.4156358140271, 'period': 69.4156358140271, 'exclusive-R': 23.889607756557353}
 {'shared-R': 4.160485766057922, 'deadline': 8.557912369386123, 'period': 8.557912369386123, 'exclusive-R': 1.4855842084127995}
 {'shared-R': 6.527645196692881, 'deadline': 36.160439704759455, 'period': 36.160439704759455, 'exclusive-R': 9.325905730843592}
 {'shared-R': 2.8150316825843227, 'deadline': 9.647292853118792, 'period': 9.647292853118792, 'exclusive-R': 2.085166527526359}
 {'shared-R': 1.3592004568625802, 'deadline': 90.2907784152723, 'period': 90.2907784152723, 'exclusive-R': 29.713063747876987}
 {'shared-R': 0.4067436512069062, 'deadline': 7.975965132884073, 'period': 7.975965132884073, 'exclusive-R': 2.652272596058136}
 {'shared-R': 25.273366514206437, 'deadline': 75.32029493300442, 'period': 75.32029493300442, 'exclusive-R': 21.161004800562864}
 {'shared-R': 7.024795020781963, 'deadline': 7.966512837113402, 'period': 7.966512837113402, 'exclusive-R': 0.32274224201986923}
 {'shared-R': 40.08760441378221, 'deadline': 71.97357517000427, 'period': 71.97357517000427, 'exclusive-R': 10.694257574108946}
 {'shared-R': 2.2747842989315448, 'deadline': 2.4379095623285134, 'period': 2.4379095623285134, 'exclusive-R': 0.054575668267810046}
 {'shared-R': 39.10521534538113, 'deadline': 87.01247646103535, 'period': 87.01247646103535, 'exclusive-R': 18.583522601667905}
 {'shared-R': 0.313005599126537, 'deadline': 8.396196666197184, 'period': 8.396196666197184, 'exclusive-R': 3.258637462922562}
 {'shared-R': 20.059142002877948, 'deadline': 24.63341916936392, 'period': 24.63341916936392, 'exclusive-R': 1.9713595982829246}
 {'shared-R': 3.0690737071382945, 'deadline': 3.5175551972559, 'period': 3.5175551972559, 'exclusive-R': 0.18843265102151976}
 {'shared-R': 0.5691581306918136, 'deadline': 90.05969429889277, 'period': 90.05969429889277, 'exclusive-R': 27.602698981140374}
 {'shared-R': 3.0579668494170775, 'deadline': 8.967884216985738, 'period': 8.967884216985738, 'exclusive-R': 2.1559326898774747}
 {'shared-R': 27.12735952700993, 'deadline': 93.90819980171918, 'period': 93.90819980171918, 'exclusive-R': 22.4930455847727}
 {'shared-R': 0.7678342187523413, 'deadline': 3.137227010948046, 'period': 3.137227010948046, 'exclusive-R': 0.738454319711079}
 {'shared-R': 24.37600727078819, 'deadline': 86.91003922756262, 'period': 86.91003922756262, 'exclusive-R': 21.878485512663957}
 {'shared-R': 3.3594039208799114, 'deadline': 7.632142061642648, 'period': 7.632142061642648, 'exclusive-R': 1.7056935994593858}
 {'shared-R': 2.2024920775868844, 'deadline': 11.456207643606545, 'period': 11.456207643606545, 'exclusive-R': 2.9994432225099597}
 {'shared-R': 3.0823382547015745, 'deadline': 8.206304126827398, 'period': 8.206304126827398, 'exclusive-R': 1.7032997462250998}
 {'shared-R': 17.122236392922105, 'deadline': 43.47115512341069, 'period': 43.47115512341069, 'exclusive-R': 9.130373129365173}
 {'shared-R': 0.7799532714676027, 'deadline': 7.306976108080406, 'period': 7.306976108080406, 'exclusive-R': 1.9628064942284507}
 {'shared-R': 25.029232513551648, 'deadline': 34.83666699305031, 'period': 34.83666699305031, 'exclusive-R': 3.795941903124106}
 {'shared-R': 1.9930429774977672, 'deadline': 7.978448579066206, 'period': 7.978448579066206, 'exclusive-R': 2.36306189587168}
 {'shared-R': 7.000654765890028, 'deadline': 68.80597146281497, 'period': 68.80597146281497, 'exclusive-R': 21.676609057294215}
 {'shared-R': 2.3303778150348475, 'deadline': 5.440669197367207, 'period': 5.440669197367207, 'exclusive-R': 1.3974524241717394}
 {'shared-R': 3.8239587246195392, 'deadline': 16.866387171302677, 'period': 16.866387171302677, 'exclusive-R': 5.3443419982673595}]
total utili:10.5
total utili+exclusive:17.44142528
[ {'shared-R': 0.8050896535295311, 'deadline': 7.112982609976125, 'period': 7.112982609976125, 'exclusive-R': 2.0303787558812605}
 {'shared-R': 80.71963328828774, 'deadline': 89.08543093162001, 'period': 89.08543093162001, 'exclusive-R': 3.3693704820212806}
 {'shared-R': 0.2894994155655934, 'deadline': 1.031463410310871, 'period': 1.031463410310871, 'exclusive-R': 0.2527295118041982}
 {'shared-R': 6.3036741063568735, 'deadline': 23.64030344201894, 'period': 23.64030344201894, 'exclusive-R': 5.413391056925201}
 {'shared-R': 6.8885726616722005, 'deadline': 9.083849330834989, 'period': 9.083849330834989, 'exclusive-R': 0.7780553961742785}
 {'shared-R': 18.2523224829488, 'deadline': 28.903167550135702, 'period': 28.903167550135702, 'exclusive-R': 4.774281785790358}
 {'shared-R': 0.4697597701546238, 'deadline': 6.131766836837338, 'period': 6.131766836837338, 'exclusive-R': 2.501245303500526}
 {'shared-R': 52.78830962974973, 'deadline': 75.07029307745078, 'period': 75.07029307745078, 'exclusive-R': 7.516500333375384}
 {'shared-R': 0.1828331212269946, 'deadline': 2.24774173373668, 'period': 2.24774173373668, 'exclusive-R': 0.8359341849909243}
 {'shared-R': 21.822740821834177, 'deadline': 93.08410856040251, 'period': 93.08410856040251, 'exclusive-R': 28.149926614244755}
 {'shared-R': 0.147123961358822, 'deadline': 5.677259722481876, 'period': 5.677259722481876, 'exclusive-R': 1.7997763815105472}
 {'shared-R': 14.554729162916058, 'deadline': 60.549453093822486, 'period': 60.549453093822486, 'exclusive-R': 13.80038042005132}
 {'shared-R': 0.5505663862509214, 'deadline': 1.1036810994915096, 'period': 1.1036810994915096, 'exclusive-R': 0.23531051111022627}
 {'shared-R': 32.963798234792755, 'deadline': 86.9717425294149, 'period': 86.9717425294149, 'exclusive-R': 16.833220215144475}
 {'shared-R': 0.2936159875384795, 'deadline': 6.171666681449976, 'period': 6.171666681449976, 'exclusive-R': 2.0053075266674876}
 {'shared-R': 1.1323028735511176, 'deadline': 60.33993244379713, 'period': 60.33993244379713, 'exclusive-R': 23.22480898656733}
 {'shared-R': 2.777949794969292, 'deadline': 3.4861728520485986, 'period': 3.4861728520485986, 'exclusive-R': 0.3005101447920996}
 {'shared-R': 9.521473389105811, 'deadline': 76.30405472447764, 'period': 76.30405472447764, 'exclusive-R': 27.44189699927483}
 {'shared-R': 0.558566600999804, 'deadline': 1.4153069599417918, 'period': 1.4153069599417918, 'exclusive-R': 0.2883498734127529}
 {'shared-R': 11.69090590454167, 'deadline': 42.47619304707854, 'period': 42.47619304707854, 'exclusive-R': 12.605951437635646}
 {'shared-R': 1.7793340414384282, 'deadline': 8.882501835159688, 'period': 8.882501835159688, 'exclusive-R': 2.4596507745381784}
 {'shared-R': 2.205991223138674, 'deadline': 59.47148433483563, 'period': 59.47148433483563, 'exclusive-R': 21.175659433954397}
 {'shared-R': 1.726381111854986, 'deadline': 5.278171015353677, 'period': 5.278171015353677, 'exclusive-R': 1.2036168506340725}
 {'shared-R': 60.29929488478684, 'deadline': 82.1908496119675, 'period': 82.1908496119675, 'exclusive-R': 9.18819196906769}
 {'shared-R': 6.0405286421398445, 'deadline': 7.461791162554642, 'period': 7.461791162554642, 'exclusive-R': 0.5090030356906973}
 {'shared-R': 2.9737229417600073, 'deadline': 19.929523476652474, 'period': 19.929523476652474, 'exclusive-R': 6.5257581309422505}
 {'shared-R': 1.1813310516718192, 'deadline': 9.853058067423923, 'period': 9.853058067423923, 'exclusive-R': 2.9028486514375595}
 {'shared-R': 13.93860309611964, 'deadline': 25.051191767766987, 'period': 25.051191767766987, 'exclusive-R': 4.880056030490231}
 {'shared-R': 0.08219099032008217, 'deadline': 1.7835427344936496, 'period': 1.7835427344936496, 'exclusive-R': 0.5565011757066933}
 {'shared-R': 30.93599459078166, 'deadline': 46.401055679779276, 'period': 46.401055679779276, 'exclusive-R': 5.378300790678774}]
total utili:10.5
total utili+exclusive:17.6241346071
[ {'shared-R': 3.394009194132288, 'deadline': 8.96370989934878, 'period': 8.96370989934878, 'exclusive-R': 1.9367009098581112}
 {'shared-R': 15.220910243199299, 'deadline': 33.361798585903685, 'period': 33.361798585903685, 'exclusive-R': 6.244708471931306}
 {'shared-R': 3.1674891094073687, 'deadline': 9.16945456534217, 'period': 9.16945456534217, 'exclusive-R': 2.54768442109569}
 {'shared-R': 15.971463874186759, 'deadline': 25.136459758804705, 'period': 25.136459758804705, 'exclusive-R': 2.8471737048191903}
 {'shared-R': 0.4107200057002554, 'deadline': 6.914212568266036, 'period': 6.914212568266036, 'exclusive-R': 2.769651653460226}
 {'shared-R': 1.4948970430284685, 'deadline': 43.204430653046536, 'period': 43.204430653046536, 'exclusive-R': 12.83613548967879}
 {'shared-R': 5.2677221310724995, 'deadline': 9.125103756802417, 'period': 9.125103756802417, 'exclusive-R': 1.6338277164661843}
 {'shared-R': 5.002590418990194, 'deadline': 15.865201958690355, 'period': 15.865201958690355, 'exclusive-R': 4.089148028197736}
 {'shared-R': 0.8952551196946944, 'deadline': 5.967574354444083, 'period': 5.967574354444083, 'exclusive-R': 1.8038485052212105}
 {'shared-R': 0.47939710323492396, 'deadline': 12.462290832841681, 'period': 12.462290832841681, 'exclusive-R': 4.18424558795353}
 {'shared-R': 0.9396634302204587, 'deadline': 3.120628604283919, 'period': 3.120628604283919, 'exclusive-R': 0.8214539923096285}
 {'shared-R': 8.891697394768762, 'deadline': 46.80525254675023, 'period': 46.80525254675023, 'exclusive-R': 14.917094070294304}
 {'shared-R': 8.373150581446339, 'deadline': 9.963360929863308, 'period': 9.963360929863308, 'exclusive-R': 0.5309743220677506}
 {'shared-R': 15.67512104142206, 'deadline': 73.33840869703573, 'period': 73.33840869703573, 'exclusive-R': 23.584777401661658}
 {'shared-R': 2.9700050177195485, 'deadline': 7.452542431729746, 'period': 7.452542431729746, 'exclusive-R': 1.8908211846147132}
 {'shared-R': 20.103363499659288, 'deadline': 70.54123555821656, 'period': 70.54123555821656, 'exclusive-R': 20.605493986117985}
 {'shared-R': 2.6632996149294104, 'deadline': 4.263291582456473, 'period': 4.263291582456473, 'exclusive-R': 0.7075803445852802}
 {'shared-R': 5.09032018691323, 'deadline': 23.33302621818531, 'period': 23.33302621818531, 'exclusive-R': 8.03030588099588}
 {'shared-R': 3.8919869053286225, 'deadline': 4.654644371319799, 'period': 4.654644371319799, 'exclusive-R': 0.26133190966460706}
 {'shared-R': 49.84039419313895, 'deadline': 98.77427631714448, 'period': 98.77427631714448, 'exclusive-R': 19.042437521212427}
 {'shared-R': 2.9696570956789032, 'deadline': 7.513511267977981, 'period': 7.513511267977981, 'exclusive-R': 1.92947304214127}
 {'shared-R': 32.76712237612104, 'deadline': 54.22183939035887, 'period': 54.22183939035887, 'exclusive-R': 6.529364511018703}
 {'shared-R': 1.6356549687817743, 'deadline': 6.489374330730942, 'period': 6.489374330730942, 'exclusive-R': 2.058345314148873}
 {'shared-R': 3.5917460053780212, 'deadline': 90.82340134276762, 'period': 90.82340134276762, 'exclusive-R': 30.463191783389064}
 {'shared-R': 2.2537685134316803, 'deadline': 3.2615643147643865, 'period': 3.2615643147643865, 'exclusive-R': 0.3879887161568035}
 {'shared-R': 8.120127723334416, 'deadline': 13.151510619544457, 'period': 13.151510619544457, 'exclusive-R': 1.7448609460522824}
 {'shared-R': 0.9329386128046933, 'deadline': 6.139395880596507, 'period': 6.139395880596507, 'exclusive-R': 1.9648603141609011}
 {'shared-R': 1.5360189453450308, 'deadline': 76.00711903450616, 'period': 76.00711903450616, 'exclusive-R': 29.16566921539755}
 {'shared-R': 0.3856447124894439, 'deadline': 7.664079941125414, 'period': 7.664079941125414, 'exclusive-R': 2.9657855852896873}
 {'shared-R': 25.694359694884522, 'deadline': 93.50363141964507, 'period': 93.50363141964507, 'exclusive-R': 22.21374939825001}]
total utili:10.5
total utili+exclusive:17.9383097993
